,0
13562,2.0
13563,7.0
13564,2.0
13565,2.0
13566,6.0
13567,6.0
13568,0.0
13569,1.0
13570,4.0
13571,6.0
13572,1.0
13573,0.0
13574,2.0
13575,7.0
13576,0.0
13577,6.0
13578,1.0
13579,1.0
13580,9.0
13581,5.0
13582,6.0
13583,7.0
13584,6.0
13585,7.0
13586,5.0
13587,0.0
13588,3.0
13589,9.0
13590,9.0
13591,2.0
13592,6.0
13593,6.0
13594,9.0
13595,3.0
13596,9.0
13597,3.0
13598,2.0
13599,7.0
13600,4.0
13601,1.0
13602,4.0
13603,8.0
13604,7.0
13605,8.0
13606,4.0
13607,5.0
13608,8.0
13609,5.0
13610,6.0
13611,0.0
13612,8.0
13613,9.0
13614,3.0
13615,2.0
13616,6.0
13617,4.0
13618,6.0
13619,6.0
13620,3.0
13621,1.0
13622,8.0
13623,6.0
13624,8.0
13625,2.0
13626,7.0
13627,1.0
13628,1.0
13629,3.0
13630,6.0
13631,0.0
13632,4.0
13633,5.0
13634,0.0
13635,3.0
13636,9.0
13637,9.0
13638,6.0
13639,3.0
13640,7.0
13641,4.0
13642,3.0
13643,4.0
13644,1.0
13645,7.0
13646,2.0
13647,5.0
13648,6.0
13649,9.0
13650,6.0
13651,6.0
13652,3.0
13653,4.0
13654,4.0
13655,1.0
13656,8.0
13657,2.0
13658,3.0
13659,6.0
13660,0.0
13661,7.0
13662,7.0
13663,7.0
13664,3.0
13665,5.0
13666,0.0
13667,1.0
13668,4.0
13669,6.0
13670,0.0
13671,6.0
13672,8.0
13673,5.0
13674,5.0
13675,1.0
13676,9.0
13677,2.0
13678,5.0
13679,3.0
13680,3.0
13681,3.0
13682,7.0
13683,1.0
13684,0.0
13685,2.0
13686,3.0
13687,3.0
13688,2.0
13689,9.0
13690,3.0
13691,1.0
13692,8.0
13693,0.0
13694,5.0
13695,3.0
13696,8.0
13697,5.0
13698,0.0
13699,1.0
13700,7.0
13701,8.0
13702,1.0
13703,0.0
13704,1.0
13705,2.0
13706,6.0
13707,8.0
13708,2.0
13709,7.0
13710,4.0
13711,7.0
13712,2.0
13713,0.0
13714,5.0
13715,9.0
13716,9.0
13717,6.0
13718,1.0
13719,6.0
13720,7.0
13721,7.0
13722,3.0
13723,5.0
13724,3.0
13725,9.0
13726,0.0
13727,8.0
13728,2.0
13729,7.0
13730,4.0
13731,9.0
13732,2.0
13733,6.0
13734,1.0
13735,7.0
13736,4.0
13737,9.0
13738,0.0
13739,9.0
13740,7.0
13741,1.0
13742,9.0
13743,2.0
13744,7.0
13745,4.0
13746,6.0
13747,3.0
13748,3.0
13749,9.0
13750,7.0
13751,3.0
13752,1.0
13753,1.0
13754,0.0
13755,2.0
13756,9.0
13757,2.0
13758,5.0
13759,5.0
13760,5.0
13761,6.0
13762,5.0
13763,0.0
13764,9.0
13765,5.0
13766,5.0
13767,0.0
13768,0.0
13769,1.0
13770,7.0
13771,0.0
13772,1.0
13773,6.0
13774,7.0
13775,6.0
13776,2.0
13777,2.0
13778,9.0
13779,0.0
13780,0.0
13781,5.0
13782,3.0
13783,4.0
13784,6.0
13785,4.0
13786,2.0
13787,0.0
13788,7.0
13789,1.0
13790,2.0
13791,6.0
13792,2.0
13793,2.0
13794,6.0
13795,7.0
13796,5.0
13797,0.0
13798,2.0
13799,8.0
13800,4.0
13801,0.0
13802,8.0
13803,2.0
13804,6.0
13805,5.0
13806,9.0
13807,7.0
13808,8.0
13809,9.0
13810,5.0
13811,3.0
13812,9.0
13813,1.0
13814,1.0
13815,3.0
13816,5.0
13817,9.0
13818,4.0
13819,2.0
13820,5.0
13821,0.0
13822,1.0
13823,4.0
13824,0.0
13825,3.0
13826,6.0
13827,6.0
13828,0.0
13829,7.0
13830,8.0
13831,9.0
13832,7.0
13833,5.0
13834,3.0
13835,8.0
13836,7.0
13837,9.0
13838,1.0
13839,1.0
13840,6.0
13841,3.0
13842,3.0
13843,3.0
13844,0.0
13845,1.0
13846,1.0
13847,7.0
13848,8.0
13849,5.0
13850,7.0
13851,6.0
13852,5.0
13853,5.0
13854,9.0
13855,3.0
13856,0.0
13857,5.0
13858,1.0
13859,5.0
13860,6.0
13861,0.0
13862,4.0
13863,3.0
13864,2.0
13865,1.0
13866,7.0
13867,9.0
13868,5.0
13869,3.0
13870,6.0
13871,9.0
13872,7.0
13873,1.0
13874,8.0
13875,8.0
13876,4.0
13877,7.0
13878,2.0
13879,3.0
13880,7.0
13881,9.0
13882,0.0
13883,0.0
13884,1.0
13885,9.0
13886,5.0
13887,2.0
13888,8.0
13889,9.0
13890,6.0
13891,4.0
13892,5.0
13893,7.0
13894,8.0
13895,5.0
13896,5.0
13897,6.0
13898,0.0
13899,6.0
13900,8.0
13901,9.0
13902,2.0
13903,2.0
13904,8.0
13905,8.0
13906,8.0
13907,7.0
13908,7.0
13909,3.0
13910,7.0
13911,2.0
13912,7.0
13913,1.0
13914,4.0
13915,6.0
13916,8.0
13917,4.0
13918,9.0
13919,5.0
13920,1.0
13921,1.0
13922,7.0
13923,6.0
13924,4.0
13925,5.0
13926,1.0
13927,6.0
13928,6.0
13929,4.0
13930,3.0
13931,3.0
13932,0.0
13933,8.0
13934,0.0
13935,3.0
13936,1.0
13937,6.0
13938,2.0
13939,6.0
13940,1.0
13941,6.0
13942,7.0
13943,6.0
13944,0.0
13945,6.0
13946,4.0
13947,8.0
13948,4.0
13949,6.0
13950,7.0
13951,4.0
13952,8.0
13953,8.0
13954,7.0
13955,4.0
13956,3.0
13957,1.0
13958,0.0
13959,8.0
13960,4.0
13961,0.0
13962,1.0
13963,8.0
13964,9.0
13965,6.0
13966,0.0
13967,6.0
13968,9.0
13969,9.0
13970,1.0
13971,9.0
13972,4.0
13973,2.0
13974,0.0
13975,9.0
13976,9.0
13977,1.0
13978,2.0
13979,4.0
13980,6.0
13981,3.0
13982,8.0
13983,1.0
13984,7.0
13985,1.0
13986,7.0
13987,2.0
13988,5.0
13989,8.0
13990,0.0
13991,0.0
13992,6.0
13993,3.0
13994,9.0
13995,3.0
13996,5.0
13997,4.0
13998,0.0
13999,3.0
14000,4.0
14001,3.0
14002,6.0
14003,7.0
14004,0.0
14005,0.0
14006,5.0
14007,8.0
14008,4.0
14009,6.0
14010,7.0
14011,2.0
14012,2.0
14013,8.0
14014,9.0
14015,6.0
14016,1.0
14017,6.0
14018,4.0
14019,4.0
14020,6.0
14021,6.0
14022,4.0
14023,0.0
14024,0.0
14025,4.0
14026,6.0
14027,4.0
14028,9.0
14029,9.0
14030,3.0
14031,0.0
14032,3.0
14033,1.0
14034,2.0
14035,1.0
14036,5.0
14037,1.0
14038,8.0
14039,4.0
14040,5.0
14041,3.0
14042,1.0
14043,9.0
14044,8.0
14045,2.0
14046,0.0
14047,2.0
14048,9.0
14049,2.0
14050,8.0
14051,3.0
14052,7.0
14053,6.0
14054,9.0
14055,6.0
14056,1.0
14057,3.0
14058,0.0
14059,1.0
14060,3.0
14061,7.0
14062,7.0
14063,9.0
14064,6.0
14065,6.0
14066,4.0
14067,5.0
14068,5.0
14069,6.0
14070,8.0
14071,3.0
14072,8.0
14073,3.0
14074,5.0
14075,7.0
14076,6.0
14077,3.0
14078,7.0
14079,7.0
14080,3.0
14081,4.0
14082,3.0
14083,1.0
14084,2.0
14085,8.0
14086,8.0
14087,8.0
14088,1.0
14089,5.0
14090,6.0
14091,5.0
14092,2.0
14093,5.0
14094,5.0
14095,1.0
14096,6.0
14097,6.0
14098,1.0
14099,4.0
14100,3.0
14101,0.0
14102,0.0
14103,3.0
14104,7.0
14105,2.0
14106,9.0
14107,0.0
14108,3.0
14109,2.0
14110,7.0
14111,3.0
14112,0.0
14113,6.0
14114,5.0
14115,2.0
14116,9.0
14117,6.0
14118,1.0
14119,8.0
14120,5.0
14121,7.0
14122,0.0
14123,1.0
14124,4.0
14125,1.0
14126,8.0
14127,8.0
14128,2.0
14129,9.0
14130,8.0
14131,0.0
14132,1.0
14133,4.0
14134,8.0
14135,7.0
14136,6.0
14137,3.0
14138,8.0
14139,4.0
14140,5.0
14141,0.0
14142,6.0
14143,6.0
14144,0.0
14145,5.0
14146,9.0
14147,0.0
14148,7.0
14149,4.0
14150,8.0
14151,8.0
14152,5.0
14153,9.0
14154,7.0
14155,9.0
14156,0.0
14157,1.0
14158,1.0
14159,1.0
14160,2.0
14161,0.0
14162,7.0
14163,5.0
14164,0.0
14165,2.0
14166,0.0
14167,8.0
14168,7.0
14169,1.0
14170,9.0
14171,8.0
14172,5.0
14173,8.0
14174,6.0
14175,1.0
14176,6.0
14177,4.0
14178,2.0
14179,3.0
14180,9.0
14181,8.0
14182,8.0
14183,9.0
14184,0.0
14185,2.0
14186,8.0
14187,4.0
14188,8.0
14189,5.0
14190,1.0
14191,0.0
14192,9.0
14193,0.0
14194,1.0
14195,7.0
14196,9.0
14197,4.0
14198,0.0
14199,1.0
14200,3.0
14201,9.0
14202,8.0
14203,7.0
14204,4.0
14205,3.0
14206,0.0
14207,1.0
14208,5.0
14209,8.0
14210,8.0
14211,1.0
14212,6.0
14213,9.0
14214,7.0
14215,0.0
14216,1.0
14217,7.0
14218,5.0
14219,5.0
14220,4.0
14221,6.0
14222,1.0
14223,8.0
14224,4.0
14225,4.0
14226,3.0
14227,9.0
14228,6.0
14229,9.0
14230,0.0
14231,0.0
14232,1.0
14233,5.0
14234,9.0
14235,3.0
14236,3.0
14237,2.0
14238,1.0
14239,1.0
14240,2.0
14241,9.0
14242,3.0
14243,1.0
14244,8.0
14245,5.0
14246,2.0
14247,3.0
14248,2.0
14249,5.0
14250,4.0
14251,8.0
14252,0.0
14253,5.0
14254,3.0
14255,8.0
14256,9.0
14257,3.0
14258,5.0
14259,8.0
14260,5.0
14261,6.0
14262,6.0
14263,0.0
14264,8.0
14265,9.0
14266,8.0
14267,0.0
14268,4.0
14269,1.0
14270,0.0
14271,1.0
14272,3.0
14273,1.0
14274,8.0
14275,6.0
14276,3.0
14277,1.0
14278,5.0
14279,0.0
14280,3.0
14281,3.0
14282,6.0
14283,9.0
14284,3.0
14285,1.0
14286,6.0
14287,1.0
14288,1.0
14289,6.0
14290,4.0
14291,3.0
14292,8.0
14293,6.0
14294,9.0
14295,4.0
14296,2.0
14297,8.0
14298,6.0
14299,7.0
14300,2.0
14301,7.0
14302,7.0
14303,6.0
14304,2.0
14305,6.0
14306,2.0
14307,0.0
14308,7.0
14309,0.0
14310,7.0
14311,5.0
14312,0.0
14313,9.0
14314,9.0
14315,6.0
14316,4.0
14317,4.0
14318,6.0
14319,1.0
14320,2.0
14321,0.0
14322,3.0
14323,9.0
14324,7.0
14325,6.0
14326,0.0
14327,3.0
14328,4.0
14329,1.0
14330,7.0
14331,7.0
14332,7.0
14333,1.0
14334,0.0
14335,0.0
14336,6.0
14337,0.0
14338,2.0
14339,5.0
14340,9.0
14341,7.0
14342,8.0
14343,2.0
14344,5.0
14345,1.0
14346,8.0
14347,2.0
14348,3.0
14349,8.0
14350,8.0
14351,9.0
14352,1.0
14353,2.0
14354,6.0
14355,6.0
14356,6.0
14357,9.0
14358,5.0
14359,3.0
14360,8.0
14361,6.0
14362,1.0
14363,3.0
14364,8.0
14365,6.0
14366,4.0
14367,3.0
14368,4.0
14369,9.0
14370,0.0
14371,0.0
14372,1.0
14373,0.0
14374,9.0
14375,2.0
14376,2.0
14377,1.0
14378,7.0
14379,5.0
14380,4.0
14381,1.0
14382,6.0
14383,0.0
14384,3.0
14385,8.0
14386,9.0
14387,9.0
14388,7.0
14389,8.0
14390,2.0
14391,5.0
14392,9.0
14393,5.0
14394,5.0
14395,2.0
14396,1.0
14397,8.0
14398,9.0
14399,1.0
14400,6.0
14401,9.0
14402,3.0
14403,9.0
14404,9.0
14405,1.0
14406,8.0
14407,7.0
14408,4.0
14409,1.0
14410,2.0
14411,2.0
14412,5.0
14413,6.0
14414,5.0
14415,8.0
14416,7.0
14417,3.0
14418,6.0
14419,1.0
14420,2.0
14421,6.0
14422,8.0
14423,1.0
14424,5.0
14425,6.0
14426,7.0
14427,4.0
14428,1.0
14429,9.0
14430,3.0
14431,4.0
14432,0.0
14433,9.0
14434,1.0
14435,1.0
14436,0.0
14437,1.0
14438,8.0
14439,1.0
14440,3.0
14441,9.0
14442,0.0
14443,2.0
14444,8.0
14445,5.0
14446,5.0
14447,0.0
14448,9.0
14449,8.0
14450,7.0
14451,7.0
14452,1.0
14453,0.0
14454,9.0
14455,0.0
14456,3.0
14457,4.0
14458,9.0
14459,6.0
14460,3.0
14461,0.0
14462,2.0
14463,4.0
14464,9.0
14465,7.0
14466,1.0
14467,9.0
14468,1.0
14469,9.0
14470,3.0
14471,8.0
14472,2.0
14473,0.0
14474,4.0
14475,3.0
14476,3.0
14477,2.0
14478,6.0
14479,7.0
14480,1.0
14481,5.0
14482,1.0
14483,1.0
14484,2.0
14485,4.0
14486,0.0
14487,0.0
14488,4.0
14489,8.0
14490,8.0
14491,5.0
14492,2.0
14493,5.0
14494,8.0
14495,5.0
14496,4.0
14497,0.0
14498,9.0
14499,2.0
14500,4.0
14501,8.0
14502,2.0
14503,0.0
14504,2.0
14505,4.0
14506,5.0
14507,1.0
14508,6.0
14509,8.0
14510,9.0
14511,1.0
14512,0.0
14513,2.0
14514,2.0
14515,6.0
14516,1.0
14517,1.0
14518,6.0
14519,2.0
14520,2.0
14521,9.0
14522,0.0
14523,0.0
14524,0.0
14525,8.0
14526,2.0
14527,4.0
14528,3.0
14529,7.0
14530,8.0
14531,2.0
14532,6.0
14533,7.0
14534,4.0
14535,6.0
14536,4.0
14537,3.0
14538,2.0
14539,0.0
14540,9.0
14541,8.0
14542,6.0
14543,4.0
14544,3.0
14545,0.0
14546,2.0
14547,0.0
14548,3.0
14549,0.0
14550,2.0
14551,9.0
14552,2.0
14553,1.0
14554,8.0
14555,4.0
14556,7.0
14557,7.0
14558,2.0
14559,7.0
14560,3.0
14561,1.0
14562,3.0
14563,7.0
14564,0.0
14565,3.0
14566,7.0
14567,2.0
14568,0.0
14569,2.0
14570,0.0
14571,7.0
14572,9.0
14573,1.0
14574,2.0
14575,0.0
14576,3.0
14577,6.0
14578,2.0
14579,3.0
14580,6.0
14581,2.0
14582,4.0
14583,9.0
14584,4.0
14585,5.0
14586,8.0
14587,9.0
14588,3.0
14589,7.0
14590,4.0
14591,2.0
14592,9.0
14593,4.0
14594,8.0
14595,6.0
14596,7.0
14597,0.0
14598,3.0
14599,8.0
14600,7.0
14601,1.0
14602,3.0
14603,1.0
14604,6.0
14605,5.0
14606,0.0
14607,6.0
14608,0.0
14609,1.0
14610,9.0
14611,6.0
14612,4.0
14613,0.0
14614,8.0
14615,8.0
14616,7.0
14617,4.0
14618,0.0
14619,9.0
14620,9.0
14621,6.0
14622,8.0
14623,0.0
14624,2.0
14625,4.0
14626,8.0
14627,4.0
14628,4.0
14629,1.0
14630,7.0
14631,1.0
14632,1.0
14633,9.0
14634,2.0
14635,2.0
14636,7.0
14637,6.0
14638,8.0
14639,0.0
14640,2.0
14641,0.0
14642,6.0
14643,0.0
14644,6.0
14645,9.0
14646,0.0
14647,3.0
14648,3.0
14649,7.0
14650,7.0
14651,9.0
14652,5.0
14653,0.0
14654,3.0
14655,8.0
14656,9.0
14657,8.0
14658,0.0
14659,1.0
14660,4.0
14661,6.0
14662,7.0
14663,9.0
14664,7.0
14665,7.0
14666,9.0
14667,7.0
14668,6.0
14669,2.0
14670,8.0
14671,2.0
14672,1.0
14673,4.0
14674,9.0
14675,7.0
14676,5.0
14677,8.0
14678,1.0
14679,2.0
14680,1.0
14681,1.0
14682,7.0
14683,1.0
14684,9.0
14685,6.0
14686,0.0
14687,1.0
14688,9.0
14689,9.0
14690,0.0
14691,0.0
14692,1.0
14693,8.0
14694,5.0
14695,0.0
14696,7.0
14697,4.0
14698,6.0
14699,6.0
14700,2.0
14701,9.0
14702,2.0
14703,1.0
14704,3.0
14705,5.0
14706,1.0
14707,9.0
14708,3.0
14709,8.0
14710,9.0
14711,3.0
14712,4.0
14713,1.0
14714,1.0
14715,8.0
14716,9.0
14717,9.0
14718,9.0
14719,5.0
14720,4.0
14721,1.0
14722,6.0
14723,0.0
14724,8.0
14725,2.0
14726,6.0
14727,0.0
14728,3.0
14729,0.0
14730,6.0
14731,8.0
14732,7.0
14733,2.0
14734,0.0
14735,3.0
14736,9.0
14737,7.0
14738,8.0
14739,4.0
14740,6.0
14741,2.0
14742,0.0
14743,5.0
14744,8.0
14745,3.0
14746,3.0
14747,3.0
14748,9.0
14749,1.0
14750,2.0
14751,1.0
14752,3.0
14753,8.0
14754,7.0
14755,2.0
14756,8.0
14757,2.0
14758,1.0
14759,0.0
14760,4.0
14761,4.0
14762,4.0
14763,2.0
14764,3.0
14765,6.0
14766,1.0
14767,4.0
14768,4.0
14769,1.0
14770,1.0
14771,6.0
14772,5.0
14773,7.0
14774,1.0
14775,5.0
14776,4.0
14777,1.0
14778,5.0
14779,9.0
14780,4.0
14781,3.0
14782,3.0
14783,3.0
14784,4.0
14785,0.0
14786,7.0
14787,4.0
14788,1.0
14789,3.0
14790,8.0
14791,1.0
14792,1.0
14793,6.0
14794,5.0
14795,7.0
14796,3.0
14797,9.0
14798,5.0
14799,4.0
14800,5.0
14801,6.0
14802,4.0
14803,7.0
14804,5.0
14805,7.0
14806,3.0
14807,7.0
14808,3.0
14809,8.0
14810,0.0
14811,8.0
14812,9.0
14813,6.0
14814,8.0
14815,5.0
14816,7.0
14817,9.0
14818,0.0
14819,9.0
14820,7.0
14821,2.0
14822,9.0
14823,1.0
14824,3.0
14825,8.0
14826,1.0
14827,4.0
14828,7.0
14829,3.0
14830,8.0
14831,1.0
14832,5.0
14833,7.0
14834,3.0
14835,0.0
14836,2.0
14837,7.0
14838,3.0
14839,4.0
14840,0.0
14841,1.0
14842,3.0
14843,2.0
14844,6.0
14845,2.0
14846,4.0
14847,0.0
14848,0.0
14849,8.0
14850,9.0
14851,5.0
14852,9.0
14853,1.0
14854,7.0
14855,0.0
14856,1.0
14857,4.0
14858,5.0
14859,8.0
14860,3.0
14861,0.0
14862,4.0
14863,0.0
14864,9.0
14865,6.0
14866,9.0
14867,0.0
14868,2.0
14869,0.0
14870,7.0
14871,3.0
14872,5.0
14873,6.0
14874,8.0
14875,2.0
14876,9.0
14877,1.0
14878,6.0
14879,1.0
14880,5.0
14881,1.0
14882,4.0
14883,1.0
14884,9.0
14885,5.0
14886,8.0
14887,9.0
14888,9.0
14889,6.0
14890,3.0
14891,8.0
14892,7.0
14893,9.0
14894,3.0
14895,3.0
14896,9.0
14897,3.0
14898,7.0
14899,1.0
14900,8.0
14901,7.0
14902,9.0
14903,3.0
14904,3.0
14905,9.0
14906,9.0
14907,0.0
14908,2.0
14909,3.0
14910,9.0
14911,4.0
14912,7.0
14913,6.0
14914,4.0
14915,3.0
14916,5.0
14917,1.0
14918,9.0
14919,7.0
14920,4.0
14921,4.0
14922,1.0
14923,5.0
14924,1.0
14925,0.0
14926,5.0
14927,9.0
14928,9.0
14929,1.0
14930,6.0
14931,5.0
14932,6.0
14933,4.0
14934,8.0
14935,3.0
14936,3.0
14937,2.0
14938,7.0
14939,9.0
14940,7.0
14941,5.0
14942,1.0
14943,2.0
14944,2.0
14945,0.0
14946,9.0
14947,9.0
14948,1.0
14949,5.0
14950,5.0
14951,7.0
14952,9.0
14953,4.0
14954,2.0
14955,1.0
14956,2.0
14957,8.0
14958,2.0
14959,0.0
14960,2.0
14961,8.0
14962,3.0
14963,2.0
14964,8.0
14965,8.0
14966,3.0
14967,4.0
14968,4.0
14969,1.0
14970,8.0
14971,1.0
14972,2.0
14973,0.0
14974,4.0
14975,4.0
14976,6.0
14977,9.0
14978,6.0
14979,1.0
14980,9.0
14981,0.0
14982,3.0
14983,5.0
14984,5.0
14985,5.0
14986,2.0
14987,8.0
14988,3.0
14989,8.0
14990,1.0
14991,6.0
14992,8.0
14993,9.0
14994,4.0
14995,4.0
14996,0.0
14997,8.0
14998,8.0
14999,0.0
15000,3.0
15001,4.0
15002,2.0
15003,7.0
15004,2.0
15005,8.0
15006,7.0
15007,6.0
15008,8.0
15009,9.0
15010,9.0
15011,0.0
15012,5.0
15013,9.0
15014,2.0
15015,3.0
15016,1.0
15017,9.0
15018,2.0
15019,9.0
15020,2.0
15021,0.0
15022,6.0
15023,9.0
15024,3.0
15025,7.0
15026,9.0
15027,7.0
15028,5.0
15029,2.0
15030,5.0
15031,8.0
15032,2.0
15033,1.0
15034,1.0
15035,2.0
15036,1.0
15037,4.0
15038,7.0
15039,4.0
15040,8.0
15041,7.0
15042,4.0
15043,9.0
15044,4.0
15045,0.0
15046,3.0
15047,9.0
15048,0.0
15049,2.0
15050,6.0
15051,1.0
15052,0.0
15053,8.0
15054,5.0
15055,5.0
15056,6.0
15057,2.0
15058,2.0
15059,1.0
15060,3.0
15061,0.0
15062,2.0
15063,3.0
15064,3.0
15065,6.0
15066,7.0
15067,3.0
15068,6.0
15069,4.0
15070,3.0
15071,3.0
15072,6.0
15073,2.0
15074,7.0
15075,9.0
15076,8.0
15077,2.0
15078,7.0
15079,3.0
15080,9.0
15081,7.0
15082,8.0
15083,1.0
15084,9.0
15085,8.0
15086,3.0
15087,8.0
15088,4.0
15089,2.0
15090,2.0
15091,6.0
15092,2.0
15093,2.0
15094,0.0
15095,3.0
15096,7.0
15097,8.0
15098,4.0
15099,6.0
15100,6.0
15101,9.0
15102,3.0
15103,4.0
15104,1.0
15105,0.0
15106,4.0
15107,3.0
15108,8.0
15109,2.0
15110,5.0
15111,0.0
15112,6.0
15113,1.0
15114,1.0
15115,9.0
15116,2.0
15117,7.0
15118,1.0
15119,8.0
15120,7.0
15121,3.0
15122,9.0
15123,9.0
15124,1.0
15125,3.0
15126,3.0
15127,7.0
15128,7.0
15129,2.0
15130,1.0
15131,8.0
15132,3.0
15133,8.0
15134,3.0
15135,9.0
15136,4.0
15137,2.0
15138,1.0
15139,4.0
15140,6.0
15141,7.0
15142,4.0
15143,6.0
15144,2.0
15145,6.0
15146,4.0
15147,1.0
15148,9.0
15149,7.0
15150,1.0
15151,6.0
15152,6.0
15153,3.0
15154,8.0
15155,4.0
15156,5.0
15157,3.0
15158,7.0
15159,3.0
15160,9.0
15161,8.0
15162,4.0
15163,6.0
15164,9.0
15165,0.0
15166,2.0
15167,9.0
15168,8.0
15169,1.0
15170,7.0
15171,2.0
15172,5.0
15173,3.0
15174,3.0
15175,7.0
15176,9.0
15177,3.0
15178,3.0
15179,5.0
15180,9.0
15181,9.0
15182,2.0
15183,8.0
15184,8.0
15185,6.0
15186,1.0
15187,1.0
15188,8.0
15189,8.0
15190,2.0
15191,9.0
15192,6.0
15193,8.0
15194,8.0
15195,5.0
15196,1.0
15197,8.0
15198,1.0
15199,8.0
15200,0.0
15201,6.0
15202,0.0
15203,3.0
15204,4.0
15205,3.0
15206,3.0
15207,6.0
15208,9.0
15209,3.0
15210,2.0
15211,0.0
15212,8.0
15213,3.0
15214,0.0
15215,1.0
15216,9.0
15217,6.0
15218,0.0
15219,8.0
15220,0.0
15221,1.0
15222,5.0
15223,7.0
15224,1.0
15225,3.0
15226,5.0
15227,4.0
15228,8.0
15229,0.0
15230,6.0
15231,2.0
15232,9.0
15233,6.0
15234,8.0
15235,2.0
15236,0.0
15237,7.0
15238,1.0
15239,2.0
15240,3.0
15241,1.0
15242,2.0
15243,4.0
15244,3.0
15245,8.0
15246,7.0
15247,3.0
15248,5.0
15249,0.0
15250,9.0
15251,4.0
15252,2.0
15253,2.0
15254,2.0
15255,9.0
15256,5.0
15257,9.0
15258,6.0
15259,8.0
15260,2.0
15261,2.0
15262,2.0
15263,1.0
15264,1.0
15265,2.0
15266,2.0
15267,8.0
15268,8.0
15269,3.0
15270,3.0
15271,9.0
15272,9.0
15273,0.0
15274,3.0
15275,1.0
15276,5.0
15277,3.0
15278,3.0
15279,0.0
15280,7.0
15281,8.0
15282,4.0
15283,5.0
15284,6.0
15285,0.0
15286,7.0
15287,7.0
15288,7.0
15289,6.0
15290,1.0
15291,5.0
15292,1.0
15293,2.0
15294,1.0
15295,4.0
15296,0.0
15297,4.0
15298,7.0
15299,0.0
15300,3.0
15301,7.0
15302,9.0
15303,8.0
15304,9.0
15305,4.0
15306,3.0
15307,1.0
15308,8.0
15309,8.0
15310,1.0
15311,5.0
15312,1.0
15313,0.0
15314,6.0
15315,6.0
15316,2.0
15317,5.0
15318,6.0
15319,1.0
15320,7.0
15321,1.0
15322,7.0
15323,0.0
15324,3.0
15325,9.0
15326,7.0
15327,9.0
15328,2.0
15329,0.0
15330,5.0
15331,8.0
15332,0.0
15333,1.0
15334,1.0
15335,1.0
15336,7.0
15337,7.0
15338,3.0
15339,3.0
15340,2.0
15341,4.0
15342,6.0
15343,9.0
15344,6.0
15345,5.0
15346,5.0
15347,1.0
15348,3.0
15349,5.0
15350,6.0
15351,7.0
15352,2.0
15353,1.0
15354,7.0
15355,5.0
15356,7.0
15357,4.0
15358,9.0
15359,7.0
15360,8.0
15361,1.0
15362,6.0
15363,3.0
15364,1.0
15365,5.0
15366,5.0
15367,9.0
15368,9.0
15369,9.0
15370,4.0
15371,6.0
15372,6.0
15373,1.0
15374,7.0
15375,8.0
15376,4.0
15377,4.0
15378,1.0
15379,3.0
15380,2.0
15381,9.0
15382,6.0
15383,8.0
15384,5.0
15385,9.0
15386,0.0
15387,2.0
15388,2.0
15389,7.0
15390,1.0
15391,3.0
15392,0.0
15393,6.0
15394,2.0
15395,6.0
15396,7.0
15397,9.0
15398,9.0
15399,3.0
15400,3.0
15401,9.0
15402,2.0
15403,1.0
15404,6.0
15405,5.0
15406,4.0
15407,0.0
15408,2.0
15409,4.0
15410,6.0
15411,2.0
15412,5.0
15413,6.0
15414,7.0
15415,3.0
15416,1.0
15417,4.0
15418,9.0
15419,5.0
15420,9.0
15421,4.0
15422,1.0
15423,5.0
15424,8.0
15425,1.0
15426,3.0
15427,5.0
15428,2.0
15429,7.0
15430,5.0
15431,2.0
15432,7.0
15433,1.0
15434,3.0
15435,4.0
15436,6.0
15437,3.0
15438,4.0
15439,4.0
15440,0.0
15441,4.0
15442,6.0
15443,4.0
15444,0.0
15445,8.0
15446,5.0
15447,9.0
15448,0.0
15449,3.0
15450,3.0
15451,3.0
15452,6.0
15453,8.0
15454,9.0
15455,0.0
15456,5.0
15457,9.0
15458,7.0
15459,6.0
15460,7.0
15461,2.0
15462,7.0
15463,7.0
15464,7.0
15465,5.0
15466,4.0
15467,5.0
15468,9.0
15469,6.0
15470,0.0
15471,2.0
15472,1.0
15473,5.0
15474,7.0
15475,9.0
15476,9.0
15477,0.0
15478,2.0
15479,0.0
15480,0.0
15481,4.0
15482,3.0
15483,6.0
15484,0.0
15485,2.0
15486,3.0
15487,2.0
15488,9.0
15489,1.0
15490,9.0
15491,2.0
15492,5.0
15493,4.0
15494,0.0
15495,9.0
15496,2.0
15497,4.0
15498,3.0
15499,1.0
15500,0.0
15501,2.0
15502,7.0
15503,6.0
15504,2.0
15505,3.0
15506,3.0
15507,7.0
15508,5.0
15509,3.0
15510,4.0
15511,0.0
15512,8.0
15513,4.0
15514,8.0
15515,7.0
15516,5.0
15517,1.0
15518,3.0
15519,5.0
15520,7.0
15521,4.0
15522,3.0
15523,3.0
15524,5.0
15525,7.0
15526,1.0
15527,2.0
15528,7.0
15529,5.0
15530,1.0
15531,5.0
15532,2.0
15533,5.0
15534,9.0
15535,8.0
15536,1.0
15537,8.0
15538,6.0
15539,7.0
15540,7.0
15541,2.0
15542,8.0
15543,3.0
15544,1.0
15545,7.0
15546,5.0
15547,4.0
15548,2.0
15549,6.0
15550,7.0
15551,3.0
15552,5.0
15553,4.0
15554,0.0
15555,7.0
15556,2.0
15557,4.0
15558,8.0
15559,2.0
15560,5.0
